Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010
Maldives;MDV;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;;;;271.1144775;276.546535;285.8292019;332.6208134;607.5497181;680.9925534;734.1978937;706.7053221;816.4286534;889.5577364;980.0204363;1083.112737;1229.108884;1356.559356;1463.003515;1604.220765;1773.438053;1962.238142;2046.850876;2193.744442;2284.973955;2838.07079;2885.492984;3251.617742;3638.573584;3317.798655;4282.64301;4976.630886;5817.827794;5587.381391;6041.632042
Mali;MLI;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;47.68216472;58.9914825;57.31680417;59.62399104;70.06626752;77.72921517;88.56369976;83.09447521;125.7846062;139.6463354;153.2942924;175.3125288;224.5105769;246.679811;201.9896643;175.7580123;167.8417774;166.6987905;164.0123808;206.2083061;233.8836909;232.4714456;235.840884;279.1671032;273.4171317;313.6171699;287.5527959;184.3031529;251.0204039;259.5029258;238.6560895;243.5481366;234.3200063;214.4665918;225.9260609;278.5241724;352.37525;381.6227009;402.6305785;431.5591638;509.6921795;604.2937016;601.2609041;601.9195565
Malta;MLT;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;769.1068378;817.4555242;915.6707825;1072.073987;1159.839427;1447.00699;1580.588806;1823.944486;2249.152323;2777.307539;3434.612792;3414.764899;3413.500601;3266.185011;3141.87356;3249.410537;4129.605863;4989.439361;5704.81297;5934.608682;7075.917456;7572.315;8243.50409;7318.595138;8017.761487;9456.98594;9662.75596;9486.823622;9895.697789;10072.06204;9982.198067;9798.091456;10690.2489;12529.60123;13973.90117;14757.96808;15713.50395;18419.16124;21046.9911;19727.46173;19991.3046
Marshall Islands;MHL;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;;;;;972.6882192;1047.644764;1196.589281;1234.724577;1144.858716;1392.899791;1494.613194;1604.576202;1589.406576;1659.533074;1702.263302;1844.53807;1987.629896;2137.268862;2357.081242;2157.232092;2056.001496;2093.242211;2073.327441;2127.485462;2208.899556;2395.710673;2440.521339;2522.82877;2643.442604;2745.681501;2852.878188;2885.131678;2838.42944;3015.208738
Mauritania;MRT;GDP per capita (current US$);NY.GDP.PCAP.CD;106.0970982;121.9482951;121.5139122;120.2855102;157.3094006;175.6169528;178.2198467;183.72718;196.803784;181.253963;184.6855319;194.5791041;220.5724313;269.7385551;325.5286537;362.704772;388.1148123;388.5938019;380.0770092;436.7771993;467.1455353;478.8256746;466.681008;476.6980797;427.4497643;390.8791895;447.2074323;493.5685388;505.9257593;505.187825;510.9377389;551.2174012;694.8184463;576.822795;590.5139923;617.4798947;611.8725414;578.0332774;489.8910886;465.2452049;409.1083687;412.2846599;410.5427633;445.9325988;522.1276681;609.6770373;862.3694234;883.2301838;1089.024316;896.1959091;1051.021826
Mauritius;MUS;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;779.9040401;897.6690925;1088.847342;1278.330105;1176.546823;1171.636043;1093.041101;1093.977949;1035.366046;1063.625199;1433.667738;1828.839427;2059.374305;2088.910118;2510.393521;2678.360737;2982.669588;2974.807464;3196.894557;3599.551751;3899.442433;3646.637842;3593.241569;3651.231078;3861.038542;3780.828848;3939.281863;4587.734211;5177.275466;5054.358095;5193.279962;6180.712277;7598.223979;6951.278652;7593.367875
Mayotte;MYT;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mexico;MEX;GDP per capita (current US$);NY.GDP.PCAP.CD;339.8376594;356.6653828;371.5465064;400.7255521;460.5915985;486.2021978;526.438489;558.2329447;599.9453748;645.5347466;685.2294655;733.5227205;820.2094091;973.5726642;1230.534051;1461.263026;1436.579516;1284.07827;1566.073118;2003.502656;2825.922767;3556.438671;2419.889035;2033.05285;2352.007647;2421.696414;1665.015991;1767.462578;2260.758746;2697.309773;3116.123522;3659.683339;4154.426906;4524.709377;4650.114233;3107.073918;3546.928961;4206.564036;4342.334118;4884.625014;5816.614481;6139.301715;6324.167505;6740.20548;7223.869614;7972.553641;8830.844748;9484.731556;9893.414594;7852.154776;9123.405857
Micronesia, Fed. Sts.;FSM;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;;;;;;;1320.242478;;;1275.838545;1296.133812;1354.845719;1436.693056;1528.255069;1683.055018;1757.901179;1911.736365;1913.536499;2076.102483;2032.032981;1921.038687;2045.311584;2061.753437;2181.184788;2240.351053;2243.968;2262.831548;2200.868325;2285.229685;2318.238191;2338.512642;2386.966223;2527.991987;2678.198452
Moldova;MDA;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;972.0930952;835.0154102;625.3015386;640.1654315;460.8322558;476.992678;462.172015;527.3916381;448.83657;321.0269725;354.001668;407.7304677;458.6781966;548.2904455;720.9431325;831.1602652;950.6164233;1230.811876;1695.973286;1525.53152;1630.739775
Monaco;MCO;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;12371.72814;13670.3725;16574.43099;21278.3099;22646.36056;28303.70112;29017.79377;31836.23449;39057.49055;46891.64768;52846.4988;45548.43439;42451.8779;39788.47667;37041.67106;37950.83155;52183.82657;62297.87593;66711.3927;66020.19415;80311.88678;79173.23804;86220.41127;80065.93186;83511.32004;94816.46934;93709.08715;83598.69876;85198.54805;83410.14086;75382.44663;75702.81917;82226.67786;101604.8637;116499.8709;121386.0643;132233.7699;169269.633;186242.9297;172676.3407;
Mongolia;MNG;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;;;;;1329.940757;1432.957159;1492.150464;1119.460048;1135.256076;1461.852773;1481.269939;1528.370011;1664.595851;1167.946984;1068.516257;585.121312;338.3187242;404.5749112;629.6975551;578.7122109;503.4639986;475.0697594;442.641144;471.4733258;520.8421074;567.9704204;641.9250224;792.243732;990.5866242;1314.136986;1613.594836;2108.075545;1690.416984;2249.7659
Montenegro;MNE;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1555.912521;1840.224338;2043.456521;2721.374674;3307.091785;3601.470377;4299.169841;5842.482672;7183.470596;6569.086945;6510.10503
Morocco;MAR;GDP per capita (current US$);NY.GDP.PCAP.CD;174.7310031;169.0409114;193.2452876;210.0054494;215.1629017;220.4530382;209.0414423;215.1146696;224.5003439;243.7264664;257.126741;276.0434148;313.7453673;376.8615187;452.4599001;516.9698417;538.083314;605.1775058;706.9599338;828.3564119;954.5365408;754.6242709;741.4955918;652.5734433;581.5808456;572.6268217;738.6073384;796.7367628;923.6617368;931.631016;1032.750579;1093.08347;1097.828018;1017.081958;1133.586575;1213.27823;1327.930182;1194.052468;1410.79101;1382.394583;1271.811092;1280.279764;1355.517619;1651.959583;1867.250651;1930.528;2106.204347;2388.793895;2793.447652;2827.818554;2795.542399
Mozambique;MOZ;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;;;;290.3369486;283.8930154;283.9507153;249.196425;255.5258807;334.3239846;391.7565141;176.1190297;156.9704593;172.977016;181.8280788;194.374688;137.5107198;136.4999315;140.3542065;141.0109617;193.6677987;222.4971576;245.1696461;250.7907785;233.4392656;218.0170758;218.8187813;236.6101382;281.4338955;316.7314039;333.293152;368.1580528;442.9010525;428.1974672;409.8277901
Myanmar;MMR;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Namibia;NAM;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;;;;2141.168094;1885.51483;1705.817696;1782.292702;1460.847334;1178.2813;1277.748377;1550.728758;1632.25173;1594.415051;1661.194291;1700.989018;1876.098399;1827.030472;2027.567816;2121.345763;2052.622069;2075.054359;1885.467338;1829.152892;2061.620971;1831.68322;;2456.947838;3232.847905;3491.272806;3766.781165;4078.684975;4075.3651;4095.504441;5330.175866
Nepal;NPL;GDP per capita (current US$);NY.GDP.PCAP.CD;53.0159649;53.63746298;56.82912975;58.85229656;62.81198945;68.66961699;82.97338242;75.43913069;67.71986114;67.66157193;72.66190715;72.41737386;82.11183529;76.16249655;93.22944486;117.8330334;106.1162631;98.62628792;111.7804059;125.9873979;129.3369249;147.7128179;151.8539638;151.5034819;156.0619986;154.6949131;164.3915498;166.5446689;191.7703472;189.2822514;190.1130488;200.5442361;169.6973758;178.1350681;193.0662054;203.8032185;204.2471993;216.7608792;208.8258628;211.2723522;225.1686785;240.4730575;236.708402;242.1431396;272.2497202;298.0087738;326.0378228;362.2216826;434.9576419;438.1915924;
Netherlands;NLD;GDP per capita (current US$);NY.GDP.PCAP.CD;1068.784587;1159.392357;1240.677894;1328.036649;1541.947365;1708.096356;1835.801424;1991.360686;2185.248659;2446.335454;2711.26345;3129.50812;3801.856999;4981.079102;5845.053049;6821.864879;7384.464857;8575.357178;10423.89945;11855.58127;12775.28899;10671.60308;10256.43563;9893.317094;9242.027558;9194.389334;12768.29146;15478.18602;16436.92321;16115.46606;19721.18193;20130.40199;22151.42217;21434.20222;22832.53235;27100.21061;26936.93318;24766.69251;25649.65603;26033.30746;24179.73141;24968.81742;27110.60685;33177.35726;37458.43287;39122.29108;41458.93271;47770.80121;52951.03359;47998.26575;46914.65799
New Caledonia;NCL;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;1734.722756;1740.656139;1855.437061;2151.113591;2533.790779;3322.367425;3640.839641;4246.287594;4361.751866;4941.331966;6140.209518;5861.172936;6050.3256;6042.566123;7405.364165;8268.931067;6753.915349;6260.343459;5665.976207;5285.089091;5587.083802;7800.40596;9493.496427;12978.08162;13307.3861;15055.41728;15413.99718;16544.2634;16897.27202;16240.26284;18800.20868;18309.48444;16323.45446;15408.8121;14611.8328;12579.59511;;;;;;;;;;
New Zealand;NZL;GDP per capita (current US$);NY.GDP.PCAP.CD;2312.754971;2343.001722;2448.628633;2622.013145;2813.982341;2151.622369;2191.230654;2188.479476;1885.224753;2054.774879;;2747.371894;3264.666221;4285.061227;4557.087477;4113.879279;4319.239775;4881.478306;5851.68282;6565.526248;7346.669839;7624.825592;7446.549941;7397.830674;6533.233929;7395.919808;9148.548655;11952.42016;13199.14402;12653.39338;12907.06754;11965.38668;11536.76964;12829.05057;14989.47122;17094.61817;18454.07846;17169.51818;14469.15184;15044.72978;13375.4338;13625.30095;16579.44686;21537.96078;25005.59781;26845.73663;26421.32089;32712.23415;27598.80687;29352.45401;
Nicaragua;NIC;GDP per capita (current US$);NY.GDP.PCAP.CD;128.1651323;133.503342;142.8490058;153.0753984;173.4641202;273.677696;285.7460254;300.1079203;307.0099187;322.4057846;324.6530419;335.1174909;344.6474247;415.8142639;561.40574;566.05332;637.6860695;750.0379309;695.4613372;497.556647;661.3739498;742.1977253;716.2696291;782.4149905;863.8616669;725.9782759;763.2231072;997.0166436;667.012506;251.4450239;244.9660835;352.8660866;414.6867771;396.4745198;656.4292347;688.1851565;701.5462577;701.2607517;727.3163633;749.2706796;775.8292201;796.8436269;771.3833952;775.7000249;833.9725725;898.3486635;952.0909804;1017.686187;1130.71747;1088.165885;1131.824114
Niger;NER;GDP per capita (current US$);NY.GDP.PCAP.CD;138.3438394;145.2721454;154.4312253;165.3050623;159.4961729;177.5253087;180.1470782;165.9132044;156.1097873;147.6013958;147.9223802;152.9694401;159.7731874;197.9949928;208.4236684;206.7941533;203.7805815;239.9977352;320.1579509;369.6785985;427.2727801;359.5267789;324.9965061;282.5495214;222.7640226;213.626119;274.6223415;313.1611794;310.806753;288.4786211;318.5179016;289.6832828;282.5339755;187.2791138;176.2044046;204.9116919;209.2424024;187.6380674;203.8859242;191.3300011;164.6489476;172.0286993;185.4132721;225.3957071;243.3180937;262.0567859;270.8089713;307.6591344;371.6199824;351.2742354;357.7121526
Nigeria;NGA;GDP per capita (current US$);NY.GDP.PCAP.CD;91.3676624;95.22529579;102.4159613;105.4356157;110.8813302;114.744438;121.6383588;97.21117954;94.99623372;118.4179311;218.7316096;156.2976538;203.9227198;245.6707162;392.1270279;426.4427917;541.3782203;521.291621;512.5306227;643.6499314;849.8664116;772.1046317;624.9828014;428.1279261;336.7428863;330.9840249;229.5181171;259.4103322;246.3863434;250.6321086;291.8695097;273.1713945;319.2975892;203.4922533;220.2216;255.5006659;313.4406053;314.3035731;272.4436395;287.9182899;371.7692989;378.831779;455.3318464;508.4354048;644.030663;802.7887851;1024.615752;1129.086075;1374.684953;1091.134373;1222.477264
Northern Mariana Islands;MNP;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Norway;NOR;GDP per capita (current US$);NY.GDP.PCAP.CD;1441.75566;1560.324931;1667.24743;1775.582655;1937.884614;2164.468823;2317.194884;2514.043772;2662.117492;2875.235844;3283.462373;3709.115832;4378.306118;5640.472774;6744.246826;8127.266503;8836.496612;10158.24509;11336.60966;12901.48245;15574.27688;15333.4934;15030.53105;14706.01831;14758.10932;15472.47773;18518.3165;22079.72109;23772.17426;23839.72368;27731.81346;28077.38846;29931.63918;27404.53086;28713.56401;34155.92768;36557.47534;35926.30981;34101.79375;35660.37818;37472.37103;37873.44362;42293.30701;49313.79148;56311.98814;65324.15389;72249.57485;82294.16301;93366.8072;76763.74026;84538.2426
Oman;OMN;GDP per capita (current US$);NY.GDP.PCAP.CD;79.34580953;79.97899207;96.28781548;100.015624;100.7056144;100.3563096;104.6198421;160.883571;275.3784012;339.1441968;350.3057745;397.085883;466.1786746;589.5554422;1922.2845;2334.110823;2707.282372;2746.388122;2596.907872;3343.832915;5063.55095;5807.955801;5716.126985;5686.279293;6009.787929;6503.189943;4562.025299;4680.903758;4844.253089;5215.971157;6255.193561;5824.98094;6129.967893;5911.384434;5918.96972;6183.911108;6763.873268;6987.720274;6224.289083;6953.245218;8774.93385;8752.868905;8706.257913;9221.989374;10374.31308;12720.70161;14776.89948;16360.0591;22968.45674;17280.09724;
Pakistan;PAK;GDP per capita (current US$);NY.GDP.PCAP.CD;80.72820917;86.20670524;87.82657018;91.88755231;101.2334451;113.1826462;121.1902176;135.1543326;143.804339;149.3822432;168.8555244;173.7081091;148.3493284;97.98137264;132.01076;165.5896963;188.8444385;207.478246;236.6438583;253.2087745;294.3087792;337.422675;356.5025744;321.6579657;337.5052173;326.2260071;323.1563711;326.9376313;365.2505563;369.8258835;357.7320436;395.3372263;412.1270858;425.3357904;418.0956814;476.149484;484.3313054;465.0321981;451.2935071;445.7976721;511.7025555;490.0431322;480.7402851;543.5866408;628.6264899;690.8486252;789.4085568;870.6294734;978.7952813;949.1165849;1018.872762
Palau;PLW;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5095.63258;5420.140909;5187.555052;4644.050168;4970.661747;5519.705576;6115.236803;6247.268513;6334.089191;6012.131808;6251.982057;6424.904649;6103.05012;6230.480252;6744.432662;7305.736964;7826.395482;8166.269013;8225.942433;8094.563197;8369.750826
Panama;PAN;GDP per capita (current US$);NY.GDP.PCAP.CD;368.4935651;399.1536875;422.067959;454.3694027;473.8517888;505.4122008;534.7048749;578.2058447;604.1219718;644.1757086;673.1257274;738.6670188;789.8131653;879.5184252;979.0192523;1068.413688;1106.038059;1143.518984;1322.670379;1477.790629;1950.969494;2158.226578;2331.736169;2342.202156;2392.889795;2478.40912;2522.292524;2481.614451;2101.951889;2064.90847;2199.239546;2369.060571;2638.244253;2822.422473;2948.603132;2953.424936;3412.542368;3617.931508;3845.0365;3950.944187;3930.98941;3919.326437;3998.66672;4137.875872;4456.140208;4775.530283;5201.568757;5907.469932;6805.83839;7137.985748;7588.893935
Papua New Guinea;PNG;GDP per capita (current US$);NY.GDP.PCAP.CD;117.1838348;122.351844;128.2097533;132.9565984;144.2313259;159.2529502;177.0392988;195.5452962;209.7559163;232.4457079;265.1405462;286.741334;333.3833007;489.7654429;537.3378593;482.8422669;523.4230229;552.9098051;639.1650334;732.7886546;791.8241157;756.0664045;697.5385648;734.4011973;712.295605;658.9446556;702.1382857;813.3664325;923.2069057;874.1091644;774.4103682;888.7291807;1002.098761;1110.425991;1197.408944;983.140378;1065.030445;993.1851786;742.4205662;663.4901878;654.6687817;558.3005621;529.9595384;609.4160687;660.2261813;804.1399683;896.5213374;989.5230059;1223.093996;1180.690433;1382.280588
Paraguay;PRY;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;203.8358212;208.4220273;214.5698828;219.5239003;229.8387325;239.5196686;261.1937487;295.0630588;372.9582116;487.6941277;539.3821846;591.3421641;709.9129103;846.2737991;1099.611546;1433.213776;1758.476094;1601.059329;1606.658658;1222.748744;855.1926058;931.2753073;953.6653257;982.0324685;1055.554551;1240.520627;1435.075247;1443.634602;1502.647073;1481.369239;1682.001599;1782.69957;1769.235271;1544.702638;1393.308153;1323.330089;1181.858868;906.7043054;978.1332456;1200.960332;1267.118381;1543.656534;1997.346972;2708.266433;2245.328351;2840.349596
Peru;PER;GDP per capita (current US$);NY.GDP.PCAP.CD;252.150046;276.296579;304.2706613;323.8178576;380.6277881;438.3123754;504.1541549;497.0439011;447.6643826;487.3752522;548.649579;595.1281878;641.6413261;746.6912431;915.6017432;1083.831305;997.2696066;890.1302847;740.7419882;922.2684581;1195.199912;1408.963085;1367.175428;1029.309345;1043.368666;968.0520566;903.218011;1174.679629;595.0389821;968.5999677;1212.530334;1561.53969;1599.94538;1515.85692;1918.859813;2252.642753;2304.295406;2400.860445;2262.904097;2021.679437;2060.576257;2056.397649;2135.964504;2279.162792;2559.464265;2880.573999;3312.370916;3807.178954;4455.652376;4412.390257;5401.370135
Philippines;PHL;GDP per capita (current US$);NY.GDP.PCAP.CD;257.0015262;269.8487334;158.2629946;169.7087848;177.7012507;188.9945838;201.9418883;209.4973026;226.859913;244.1071103;188.630778;203.0499341;213.5379621;260.9874626;346.7023696;364.2195241;406.4632086;454.1284741;510.281992;600.9703781;689.4962568;736.514353;746.2770674;649.0932601;597.1614732;568.5966056;537.8091136;581.9105027;646.8182626;708.381068;719.0094589;719.2359809;819.3163953;821.5959046;946.5532255;1070.239767;1169.653179;1136.927204;975.2323775;1096.809813;1048.070513;965.7771001;1009.019447;1019.615232;1088.573164;1204.795759;1402.846015;1684.777071;1925.213376;1835.636513;2140.121591
Poland;POL;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;1908.576154;1972.727293;1695.980373;1817.757268;2165.567445;1693.379545;2187.25312;2405.727913;2443.230697;2812.533921;3603.794106;4057.281559;4066.075941;4471.65179;4340.673338;4454.08022;4978.573826;5183.822606;5674.737044;6620.070424;7963.021208;8958.012422;11157.27319;13885.64175;11285.29844;12293.03516
Portugal;PRT;GDP per capita (current US$);NY.GDP.PCAP.CD;360.4992985;382.729947;407.8528436;432.5117296;468.7810816;520.9106594;575.0076807;646.8227201;719.0804919;795.7593714;883.5898109;1049.164157;1283.410561;1722.813818;1971.666084;2097.078257;2142.143945;2234.848871;2421.956752;2715.979497;3319.921274;3199.305209;3035.638174;2696.973089;2488.184795;2669.452838;3814.660194;4751.692699;5571.334495;6009.931533;7839.458243;8852.278546;10643.50769;9388.438141;9827.138385;11610.59117;12032.45679;11445.46526;12099.5151;12395.65169;11443.02184;11661.63517;12719.99499;15459.74583;17596.20762;18121.93195;18996.02041;21845.23526;23716.39042;22026.75951;21504.81416
Puerto Rico;PRI;GDP per capita (current US$);NY.GDP.PCAP.CD;717.5147481;777.215117;852.5002236;929.1165127;1006.39535;1111.025394;1207.545041;1341.813339;1497.672471;1661.866697;1852.317857;2044.283418;2246.512186;2432.379787;2614.500763;2738.276553;2946.461418;3208.771678;3567.752755;4024.509461;4502.838458;4920.722848;5115.008807;5217.723456;5730.116151;6008.054524;6443.48275;6937.549113;7535.743211;8063.212908;8652.474011;9064.009976;9659.331103;10212.28868;10876.41073;11579.18495;12173.15402;12817.63426;14304.40553;15220.99146;16003.7468;17691.81937;;;;;;;;;
Qatar;QAT;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;2784.027009;3279.756978;3948.555092;5636.541773;15776.90798;15431.47352;19078.02705;20024.68816;21304.78912;27709.86747;35330.80537;35245.63972;27652.52988;21098.51872;19814.09313;16720.64118;12787.79841;12965.89647;13663.15829;14105.7202;15537.46545;14253.77032;15661.80074;14563.08951;14894.08871;16231.31722;17679.45193;21365.50596;18686.1726;21747.29589;30052.7612;28843.44894;31023.0268;36011.92124;44292.03801;52424.89963;61836.32367;68537.9139;79303.43928;61531.69207;
Romania;ROU;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;1659.440504;1753.471277;1790.375739;1650.325597;1244.203527;1100.983098;1158.477783;1322.978481;1564.175108;1562.883833;1564.506894;1871.550196;1584.84044;1650.966288;1815.504523;2101.740987;2736.974983;3481.20006;4572.048453;5681.091637;7856.47606;9299.738685;7500.340445;7537.709739
Russian Federation;RUS;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3428.761966;3485.112202;3427.317519;3095.08716;2929.303282;2663.456988;2669.946123;2651.442018;2748.917437;1844.485782;1338.986444;1775.141291;2100.743786;2375.162934;2976.137049;4108.574488;5337.065324;6946.880998;9146.41636;11700.22112;8614.67292;10439.64243
Rwanda;RWA;GDP per capita (current US$);NY.GDP.PCAP.CD;42.94451463;42.72169945;42.47499673;42.2059883;41.5958055;46.20012591;37.51645415;46.64283795;48.83599556;51.90873558;58.66077544;57.64198371;61.78532034;70.52617799;72.68910638;129.4866991;146.9151168;164.5431691;180.0851947;206.7065256;224.5994227;247.2301111;256.3506493;265.8597675;271.0880498;282.0850109;305.7821315;322.4884044;344.2121442;338.2790558;363.507076;278.2589471;315.8346769;329.4118342;133.4269727;232.2082217;238.1763157;294.003744;286.4790246;254.6776495;214.2316124;198.0242855;188.6536;208.4192371;231.8504704;280.5091481;329.527589;385.2570552;471.0378591;510.311607;529.712418
Samoa;WSM;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;;;;;;693.1029474;638.4036124;621.8786624;542.6799544;570.9799575;628.8487473;744.5238539;683.4969429;694.6889691;688.6491161;719.7216426;718.1223425;1182.035464;1190.781975;1310.063579;1480.8597;1383.598375;1316.565343;1391.214354;1369.789094;1438.066986;1685.297911;2084.080534;2287.102872;2506.460839;2924.641568;3125.825003;2880.385524;3132.54459
San Marino;SMR;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32140.93178;28698.32174;29597.54686;31147.82521;38706.14984;44322.65105;45391.7892;47819.90815;54428.16084;60895.23622;;
Sao Tome and Principe;STP;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;533.0855442;622.3444854;661.9505871;710.2907732;745.6882339;801.3507821;911.899064;1069.14036;1168.887846;1189.904349
Saudi Arabia;SAU;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;785.8162962;809.804945;868.7765161;1127.450919;1462.573105;2180.694612;6458.526392;6335.081788;8230.743883;9027.329165;9221.747357;12121.0697;16763.6169;17617.27835;13742.54216;10886.39165;9511.41777;7858.856507;6273.307553;5922.600042;5865.863412;6111.701463;7235.747474;7878.690752;7929.696008;7474.745391;7414.026627;7703.811126;8396.636093;8674.464545;7569.998269;8220.935473;9400.811686;8849.048469;8784.91189;9607.290933;10784.07194;13126.6805;14380.58674;15091.29885;18202.75046;13900.63065;15835.936
Senegal;SEN;GDP per capita (current US$);NY.GDP.PCAP.CD;260.1826059;267.2410034;266.5802022;268.0480598;276.0188146;270.7464387;271.3736067;263.4037004;269.8799537;248.1703435;249.0110076;248.4853432;292.3900192;326.1648367;356.4776285;467.1946724;461.476615;461.0543108;502.7365346;611.1893908;647.068747;571.4265049;544.1497083;471.8743421;447.0476477;475.2939363;652.6045415;761.8999673;731.1177868;699.1340623;789.4341261;752.8143349;781.1930248;717.4760165;476.1344809;582.9990883;589.6082488;530.1736833;559.8250615;555.9334955;493.5721092;499.8133213;532.1521166;667.2515672;759.879829;800.4786554;839.6291597;987.7623293;1120.720812;1056.495736;1041.845526
Serbia;SRB;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2795.030541;2141.213953;2338.430796;809.2750794;1518.034294;2013.6674;2613.534408;3168.880708;3391.371076;3942.630985;5276.932421;6497.842768;5484.053563;5268.817254
Seychelles;SYC;GDP per capita (current US$);NY.GDP.PCAP.CD;288.0587393;270.2804568;287.0438021;308.1991595;332.3085417;328.4852288;337.6485249;333.2358754;314.3513361;314.1789125;343.8809409;401.0819618;546.5756313;644.0943512;737.7698538;802.0662072;811.8027747;1044.667204;1364.543661;2001.906996;2288.155633;2362.895189;2246.266691;2210.63216;2261.720091;2505.751009;3062.276363;3646.801142;4122.538587;4444.244155;5265.496556;5300.247518;6051.869232;6517.740288;6587.92638;6749.10368;6583.090635;7280.929264;7715.783737;7747.496146;7578.851053;7663.13708;8333.551352;8523.005025;8482.424242;10661.25672;11439.78985;11983.02262;10591.46481;9027.730053;10824.72366
Sierra Leone;SLE;GDP per capita (current US$);NY.GDP.PCAP.CD;147.2218312;147.5384671;151.7846864;151.8676668;159.3521011;151.4257131;155.502667;141.9339506;131.8586096;160.4664843;167.5240111;158.9043319;173.0989139;210.0608645;232.4260223;238.7494997;204.9103934;233.4027556;317.3514934;358.6330613;348.1254139;345.0430052;392.4400838;294.9627388;314.9248864;242.0096932;134.675151;187.1678899;274.0538288;237.2883612;163.1631031;195.2286522;170.8820164;194.7934538;232.9238872;223.3676054;241.5880587;217.2459326;170.0636955;166.174112;153.4779677;187.1960503;207.7062723;209.5368441;221.3248206;240.4992161;266.9255935;303.6919117;348.3220443;323.453248;324.6703634
Singapore;SGP;GDP per capita (current US$);NY.GDP.PCAP.CD;394.6489357;437.9432212;429.5377447;472.1830318;464.3773054;516.2622068;566.6509646;625.5890679;708.2604982;812.0628834;925.0584058;1070.766384;1263.894236;1684.341085;2339.388979;2488.341467;2756.653032;2842.496845;3187.006707;3891.76798;4913.44895;5579.213998;6050.973367;6605.24698;7185.615707;6960.468229;6783.491092;7511.653718;8890.40744;10383.80179;11845.40927;13736.80025;15180.38486;18102.90556;20248.78139;22922.11446;25795.77361;27545.23511;24399.98259;21715.09875;23814.55661;22027.17077;21691.28789;22689.52818;26240.54621;28952.80891;31519.48628;36655.36301;36738.4517;37789.61458;41122.18947
Sint Maarten (Dutch part);SXM;GDP per capita (current US$);NY.GDP.PCAP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
