Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010
Honduras;HND;Population, total;SP.POP.TOTL;1999530;2066098;2136100;2207969;2279568;2349455;2417101;2483231;2549206;2617017;2688208;2763122;2841609;2924118;3011047;3102649;3199231;3300735;3406539;3515736;3627640;3741932;3858691;3978080;4100422;4225870;4354245;4485151;4618245;4753109;4889311;5026843;5165380;5303798;5440691;5575099;5706605;5835607;5963008;6090164;6218151;6347272;6477525;6609337;6743128;6879243;7017769;7158819;7302742;7449923;7600524
Hong Kong SAR, China;HKG;Population, total;SP.POP.TOTL;3075605;3168100;3305200;3420900;3504600;3597900;3629900;3722800;3802700;3863900;3959000;4045300;4123600;4241600;4334200;4461600;4518000;4583700;4667500;4929700;5063100;5183400;5264500;5345100;5397900;5456200;5524600;5590500;5627600;5686200;5704500;5752000;5800500;5901000;6035400;6156100;6435500;6489300;6543700;6606500;6665000;6714300;6744100;6730800;6783500;6813200;6857100;6925900;6977700;7003700;7067800
Hungary;HUN;Population, total;SP.POP.TOTL;9984002;10029000;10062000;10091000;10124000;10153000;10185000;10224000;10264000;10303000;10337000;10365000;10394000;10436000;10471000;10532000;10589000;10637000;10673000;10698000;10707475;10700112;10683105;10655833;10619374;10579086;10534296;10486429;10442541;10398261;10373988;10373400;10369341;10357522;10343355;10328965;10311238;10290486;10266570;10237530;10210971;10187576;10158608;10129552;10107146;10087065;10071370;10055780;10038188;10022650;10008703
Iceland;ISL;Population, total;SP.POP.TOTL;175998;179000;182000;185000;190000;194000;197000;199000;201000;203000;204000;206000;209000;212000;215000;218000;220000;222000;224000;226000;228000;231000;234000;237000;239000;241000;243000;246000;249900;252700;254800;258000;261100;263800;266000;268000;270000;272000;274000;277500;281000;285000;288000;289521;292074;296734;303782;311566;317414;318499;317398
India;IND;Population, total;SP.POP.TOTL;434849000;444470443.2;454584939.2;465132643.2;476060851.2;487324000;498883667.2;510708571.2;522774571.2;535064667.2;547569000;560267504;573129907.2;586219814.4;599642665.6;613459000;627632414.4;642133646.4;656940574.4;672020870.4;687332000;702821222.4;718425590.4;734071950.4;749676942.4;765147000;781893000;798680000;815590000;832535000;849515000;866530000;882821000;899329000;915697000;932180000;948758852.9;965428183.1;982182462.1;999016010.5;1015923000;1032473426;1048640721;1064398612;1079721194;1094583000;1109811147;1124786997;1139964932;1155347678;1170938000
Indonesia;IDN;Population, total;SP.POP.TOTL;91946612;94225771;96582241;99018230;101538797;104146696;106839814;109612753;112461009;115379062;118361740;121405753;124507744;127662293;130863441;134105926;137382075;140688052;144026720;147403681;150820044;154275429;157758440;161245684;164706919;168119209;171472345;174767379;178006800;181197879;184345939;187451800;190512441;193525648;196488446;199400339;202257039;205063468;207839287;210610776;213395411;216203499;219026365;221839235;224606531;227303175;229918547;232461746;234951154;237414495;239870937
Iran, Islamic Rep.;IRN;Population, total;SP.POP.TOTL;21999103;22571865;23163924;23775945;24408927;25063612;25743217;26448218;27173692;27912687;28662011;29421198;30197689;31006191;31866190;32793173;33788867;34853522;35998637;37237306;38576541;40012129;41533339;43130529;44790735;46497235;48257311;50052662;51810746;53437770;54870583;56071545;57067645;57940444;58808655;59757114;60815686;61955730;63133032;64278307;65342319;66313553;67212850;68061695;68893323;69732007;70582086;71435498;72289291;73137148;73973630
Iraq;IRQ;Population, total;SP.POP.TOTL;7379922;7570069;7773193;7991619;8227763;8483109;8759064;9054873;9367055;9690613;10021785;10358219;10700247;11049889;11410460;11783644;12157292.35;12542788.74;12940508.86;13350840.32;13774183;14137046.07;14509468.29;14891701.5;15284004.15;15686641.5;16158856.7;16645287.01;17146360.33;17662517.47;18194212.5;18706560.72;19233336.65;19774946.56;20331808.18;20904351;21545637.53;22206596.93;22887832.69;23589966.85;24313640.5;24937728.45;25577835.63;26234373.22;26907762.96;27598437.43;28432903.78;29292601.06;30178292.15;31090762.99;32030823.3
Ireland;IRL;Population, total;SP.POP.TOTL;2833997;2818000;2830000;2850000;2864000;2876000;2884000;2900000;2913000;2926000;2950000;2978000;3024000;3073000;3124000;3177000;3228000;3272000;3314000;3368000;3401000;3443000;3480000;3504000;3529000;3540000;3541000;3547000;3530700;3509500;3505800;3525700;3549100;3563300;3570700;3608841;3637510;3674171;3712696;3754786;3805174;3866243;3931947;3996521;4070262;4159914;4260341;4356931;4425683;4458942;4481430
Isle of Man;IMN;Population, total;SP.POP.TOTL;48445;48357;48585;49094;49822;50717;51780;52999;54294;55559;56717;57717;58567;59331;60102;60945;61904;62938;63923;64684;65112;65132;64820;64407;64209;64448;65226;66450;67904;69265;70313;70963;71305;71484;71724;72183;72908;73832;74870;75892;76803;77577;78246;78840;79410;79994;80598;81203;81798;82358;82869
Israel;ISR;Population, total;SP.POP.TOTL;2114020;2185000;2293000;2379000;2475000;2563000;2629000;2745000;2803000;2877000;2974000;3069000;3148000;3278000;3377000;3455000;3533000;3613000;3690000;3786000;3878000;3956000;4031000;4105000;4159000;4233000;4299000;4369000;4442000;4518000;4660000;4949000;5123000;5261000;5399000;5545000;5692000;5836000;5971000;6125000;6289000;6439000;6570000;6689700;6809000;6930100;7053700;7180100;7308800;7485600;7624600
Italy;ITA;Population, total;SP.POP.TOTL;50199700;50536000;50880000;51252000;51675000;52112000;52519000;52901000;53236000;53538000;53822000;54074000;54381000;54751000;55111000;55441000;55718000;55955000;56155000;56318000;56434000;56502000;56544000;56564000;56577000;56593000;56596000;56602000;56629000;56672000;56719000;56758650;56797650;56832750;56844650;56846100;56862800;56893800;56910950;56921550;56948600;56980700;57157400;57604650;58175300;58607050;58941499;59375289;59832179;60192698;60483521
Jamaica;JAM;Population, total;SP.POP.TOTL;1629003;1651915.2;1678467.2;1707019.2;1734763.2;1760000;1783124.8;1803891.2;1823705.6;1844936;1869000;1895628.96;1925162.4;1956079.84;1985852.48;2013000;2037715.84;2059399.04;2080307.04;2104140.64;2133000;2162300;2200100;2240800;2279900;2311100;2335800;2350600;2356400;2374900;2390000;2406041.988;2423043.608;2441023.646;2460002.055;2480000;2509923.425;2534068.675;2556780.051;2574289.364;2589388.551;2604788.619;2617495.224;2625700;2638100;2650400;2663100;2675800;2687200;2695600;2702300
Japan;JPN;Population, total;SP.POP.TOTL;92500572;94943000;95832000;96812000;97826000;98883000;99790000;100725000;101061000;103172000;104345000;105697000;107188000;108079000;110162000;111940000;112771000;113863000;114898000;115870000;116782000;117648000;118449000;119259000;120018000;120754000;121492000;122091000;122613000;123116000;123537000;123921000;124229000;124536000;124961000;125439000;125761000;126091000;126410000;126650000;126870000;127149000;127445000;127718000;127761000;127773000;127756000;127770750;127704040;127557958;127450459
Jordan;JOR;Population, total;SP.POP.TOTL;844000;891451.2;943089.6;999392;1060998.4;1128000;1200289.6;1278416;1358918.4;1436516.8;1508000;1573846.4;1633558.4;1689934.4;1747710.4;1810000;1876273.6;1946630.4;2021107.2;2099312;2181000;2267246.4;2359755.2;2455896;2551300.8;2644000;2744000;2846000;2948000;3056000;3170000;3545000;3733000;3905930.646;4060839.761;4195000;4325045;4459121.395;4597400;4680500;4797500;4917500;5038000;5164000;5290000;5411500;5537000;5662000;5787000;5915000;6047000
Kazakhstan;KAZ;Population, total;SP.POP.TOTL;9995997;10411040;10819503;11211938;11577537;11909001;12200891;12455366;12682452;12897025;13109992;13325342;13540301;13751019;13950987;14136006;14281735.46;14428967.27;14577716.9;14728000;14898332.25;15070634.42;15244929.3;15421239.94;15599589.65;15780002;15896089.19;16013030.4;16130831.89;16249500;16348000;16450500;16439095.17;16330419;16095198.94;15815626.38;15577894.26;15333703.04;15071300.13;14928425.85;14883626;14858335;14858948;14909019;15012984;15147029;15308085;15484192;15673999;15925000;16316050
Kenya;KEN;Population, total;SP.POP.TOTL;8105435;8361428;8628949;8908388;9200107;9504635;9822419;10154382;10502123;10867576;11252318;11657321;12082989;12529622;12997274;13486116;13995982;14527391;15081923;15661593;16267558;16899958;17557466;18237830;18937969;19655192;20387701;21134404;21894026;22665447;23447177;24240108;25042330;25846436;26642887;27425720;28191597;28944780;29696410;30462154;31253701;32076186;32927864;33805301;34702176;35614576;36540948;37485246;38455418;39462188;40512682
Kiribati;KIR;Population, total;SP.POP.TOTL;40700;41504.64;42321.44;43145.44;43972.64;44800;45625.44;46447.84;47267.04;48083.84;48900;49746.4;50563.2;51376.8;52213.6;53100;53854.24;54766.52;55801.68;56924.56;58100;59351.44;60702.32;62117.48;63561.76;65000;66448.82823;67907.51293;69375.29627;70851.39482;71845;73163;74263;75227;76188;77248;78431;79713;81085;82524;84010;85550;87147;88776;90398;91988;93534;95043;96532;98027;99546
Korea, Dem. Rep.;PRK;Population, total;SP.POP.TOTL;10946479;11219876;11478046;11734690;12011509;12323345;12671954;13048499;13444411;13847248;14246772;14642731;15034521;15411302;15759909;16072089;16341363;16572788;16784068;17000252;17239340;17508435;17802273;18111491;18421195;18720888;19006458;19282372;19556657;19841107;20143212;20466180;20804249;21145052;21471407;21770898;22038893;22278723;22495715;22698674;22894095;23083419;23264576;23436550;23597383;23745941;23882465;24008606;24126329;24238179;24346229
Korea, Rep.;KOR;Population, total;SP.POP.TOTL;25074152;25725456;26437008;27140032;27836904;28530000;29217736;29898528;30574752;31248784;31923000;32595816;33265648;33934872;34605864;35281000;35849000;36412000;36969000;37534000;38124000;38723000;39326000;39910000;40406000;40806000;41184000;41575000;41975000;42380000;42869000;43268000;43663000;44056000;44453000;45093000;45525000;45954000;46287000;46617000;47008000;47357000;47622000;47859000;48039000;48138000;48297000;48456000;48607000;48747000;48875000
Kosovo;KSV;Population, total;SP.POP.TOTL;947000;966000;994000;1022000;1050000;1078000;1106000;1135000;1163000;1191000;1219000;1247000;1278000;1308000;1339000;1369000;1400000;1430000;1460000;1491000;1521000;1552000;1582000;1614000;1647000;1682000;1717000;1753000;1791000;1827000;1862000;1898000;1932000;1965000;1997000;2029000;2059000;2086000;1966000;1762000;1700000;1721000;1737000;1748000;1757000;1767000;1777000;1785000;1795000;1805000;1815000
Kuwait;KWT;Population, total;SP.POP.TOTL;263718;296442;336991;383526;433288;484205;535698;588171;641694;696610;753142;811187;870446;930744;991885;1053753;1116083;1178930;1242872;1308718;1376963;1445699;1514013;1584310;1659961;1742083;1835819;1937316;2028166;2083550;2087687;2031004;;;;1627911;1628120;1678812;1763693;1857217;1940786;2009588;2069816;2126786;2189485;2264014;2351441;2447818;2548351;2646286;2736732
Kyrgyz Republic;KGZ;Population, total;SP.POP.TOTL;2172500;2245062;2323642;2406263;2490244;2573494;2655349;2735838;2814423;2890720;2964499;3035474;3103694;3169771;3234611;3299001;3363343.771;3428584.871;3494748.68;3564000;3632000;3701000;3771000;3843000;3918000;3996000;4076000;4161000;4258000;4340000;4423000;4495000;4546000;4543000;4540000;4589900;4657000;4725000;4797000;4864600;4915300;4954800;4993200;5038600;5092802;5143500;5192100;5234800;5277900;5321354.858;5365167.495
Lao PDR;LAO;Population, total;SP.POP.TOTL;2129968;2179647;2230493;2282604;2336091;2391060;2447006;2503880;2562718;2624932;2691207;2762977;2839169;2914999;2983956;3041847;3086518;3120663;3150906;3186599;3234555;3296978;3372093;3457860;3550669;3647754;3748525;3853600;3962714;4075767;4192414;4312348;4434570;4557216;4677981;4795112;4907960;5016576;5120845;5220920;5317060;5408912;5496700;5582028;5667055;5753341;5841572;5931385;6022001;6112143;6200894
Latvia;LVA;Population, total;SP.POP.TOTL;2129000;2155911.024;2183162.209;2210757.854;2238702.315;2267000;2342571.106;2420661.397;2501354.851;2584738.244;2374000;2393671.29;2413505.578;2433504.216;2453668.566;2474000;2506119.082;2538655.156;2571613.634;2529000;2544000;2559000;2574000;2590000;2605000;2621000;2636000;2652000;2668000;2684000;2670700;2662000;2632000;2586000;2548000;2515000;2491000;2450000;2410000;2390000;2372000;2359000;2338000;2325342;2312819;2300512;2287948;2276100;2266094;2254834;2242916
Lebanon;LBN;Population, total;SP.POP.TOTL;1907573;1967434;2028043;2088392;2147273;2203902;2256917;2306528;2355380;2407221;2464286;2528423;2597588;2665458;2723330;2765289;2788641;2796136;2794001;2791308;2794638;2807342;2827767;2851609;2872204;2885481;2888455;2884778;2884840;2902893;2948372;3026061;3130785;3249799;3364891;3462974;3539137;3597350;3644171;3690033;3742329;3802903;3868504;3935421;3998042;4052420;4097457;4134872;4166915;4196990;4227597
Lesotho;LSO;Population, total;SP.POP.TOTL;851594;866469;882163;898637;915820;933664;952235;971576;991576;1012087;1033044;1054333;1076100;1098849;1123261;1149797;1178551;1209290;1241725;1275421;1309981;1345398;1381537;1417720;1453098;1487079;1519369;1550144;1579900;1609386;1639177;1669190;1699284;1729896;1761558;1794531;1829222;1865218;1900962;1934337;1963878;1988983;2010261;2028976;2047006;2065752;2085561;2106128;2127412;2149201;2171318
Liberia;LBR;Population, total;SP.POP.TOTL;1115736;1142713;1170708;1199785;1230038;1261555;1294368;1328506;1364046;1401077;1439677;1479831;1521565;1565044;1610474;1657971;1706539;1755815;1807164;1862497;1922536;1988931;2059483;2126455;2179471;2211509;2221350;2212690;2189831;2159264;2127098;2091355;2054179;2030591;2039922;2094591;2203809;2360511;2540835;2710963;2847290;2939296;2996082;3037412;3092721;3182539;3313718;3477197;3658460;3835929;3994122
Libya;LBY;Population, total;SP.POP.TOTL;1349004;1399552;1451196;1504811;1561744;1622996;1688870;1759132;1833611;1911968;1994000;2079897;2169965;2264278;2362900;2466000;2572300;2681887;2797780;2924086;3063000;3216430;3381390;3549220;3708142;3849801;3970886;4074021;4164147;4249018;4334459;4421885;4509970;4598629;4687106;4775009;4862665;4951076;5041233;5134324;5231189;5331311;5434293;5541062;5652797;5769709;5893738;6023053;6149620;6262667;6355112
Liechtenstein;LIE;Population, total;SP.POP.TOTL;16561;16956;17362;17785;18235;18717;19236;19782;20335;20867;21358;21799;22196;22563;22922;23288;23665;24048;24436;24825;25213;25600;25990;26377;26761;27140;27511;27878;28243;28611;28986;29370;29760;30154;30549;30941;31328;31710;32090;32470;32853;33239;33626;34006;34365;34696;34995;35266;35521;35772;36032
Lithuania;LTU;Population, total;SP.POP.TOTL;2778555;2815831;2854786;2894449;2933626;2971448;3007311;3041291;3074037;3106594;3139647;3179000;3214000;3245000;3274000;3302000;3329000;3355000;3379000;3398000;3413000;3433000;3457000;3485000;3514000;3545000;3579000;3616000;3654000;3691000;3698000;3704000;3700000;3683000;3658000;3632000;3605000;3580000;3555000;3531000;3499536;3481292;3469070;3454205;3435591;3414304;3394082;3375618;3358115;3339456;3320656
Luxembourg;LUX;Population, total;SP.POP.TOTL;314900;318800;322700;325500;330000;333000;334800;335200;336500;338500;339800;345000;348200;352700;357400;360500;360900;361700;362300;363500;364900;365600;365500;365600;366200;367200;369500;371700;373300;377600;381850;387000;392175;397475;402925;408625;414225;419450;424700;430475;436300;441525;446175;451630;458095;465158;472637;479993;488650;497783;505831
Macao SAR, China;MAC;Population, total;SP.POP.TOTL;171450;175129;181020;188698;197519;206906;216869;227256;237127;245308;250995;253879;254280;252843;250548;248211;245913;243725;242455;243067;246230;252251;260913;271665;283662;296210;309212;322637;335931;348443;359709;369493;377886;385193;391906;398426;404808;411050;417435;424292;431867;440265;449472;459456;470127;481390;493267;505709;518463;531195;543656
Macedonia, FYR;MKD;Population, total;SP.POP.TOTL;1391996;1405483;1422698;1442355;1462410;1481397;1498995;1515804;1532371;1549553;1567968;1587484;1607799;1629127;1651721;1675598;1701231;1728165;1754389;1777205;1794830;1806228;1812327;1815719;1820117;1828148;1840767;1857034;1875387;1893409;1909353;1922774;1934265;1944343;1953874;1963484;1973283;1982994;1992404;2001178;2009091;2016075;2022255;2027819;2033039;2038109;2043091;2047922;2052524;2056769;2060563
Madagascar;MDG;Population, total;SP.POP.TOTL;5103652;5226922;5354559;5486625;5623161;5764278;5909996;6060590;6216739;6379309;6548922;6725666;6909376;7100076;7297711;7502097;7713983;7933128;8157215;8383124;8608964;8833875;9059559;9289882;9530197;9784559;10054543;10339739;10639804;10953663;11280625;11620718;11974724;12343496;12728117;13129227;13547271;13981666;14430739;14892172;15364272;15846412;16338968;16842482;17357913;17885967;18426870;18980391;19546282;20124150;20713819
Malawi;MWI;Population, total;SP.POP.TOTL;3525246;3607612;3694022;3784224;3877813;3974682;4074649;4178378;4287627;4404709;4531280;4667889;4814073;4969175;5132087;5301861;5481074;5670199;5863933;6055046;6239898;6409111;6567327;6741249;6967388;7268257;7661008;8128340;8616602;9051225;9380892;9583696;9681728;9721620;9772164;9883350;10070605;10319125;10612353;10922265;11228756;11529337;11833102;12144945;12472794;12822587;13195329;13589404;14005113;14442290;14900841
Malaysia;MYS;Population, total;SP.POP.TOTL;8160113;8428536;8709925;8998621;9286976;9569499;9844029;10112042;10376210;10640883;10909353;11182967;11461117;11742976;12027040;12312736;12600292;12891897;13191366;13503629;13832586;14178739;14542156;14925545;15331937;15762856;16220169;16701745;17200067;17704839;18208562;18707774;19204087;19701263;20205446;20720810;21247102;21781499;22322448;22867698;23414909;23964621;24515323;25060184;25590453;26100241;26586287;27051142;27502008;27949395;28401017
Maldives;MDV;Population, total;SP.POP.TOTL;90050;92526;95115;97757;100370;102909;105325;107659;110056;112714;115772;119308;123266;127491;131752;135895;139851;143701;147623;151872;156626;161931;167708;173861;180238;186720;193275;199898;206522;213067;219474;225709;231756;237606;243256;248712;253960;259002;263867;268600;273236;277791;282266;286665;290988;295240;299419;303539;307632;311739;315885
Mali;MLI;Population, total;SP.POP.TOTL;5247877;5314146;5381485;5450558;5522231;5597238;5675700;5757783;5844286;5936162;6034022;6138428;6249101;6364760;6483570;6604259;6725776;6848536;6974443;7106248;7245598;7394730;7552338;7712392;7866571;8009705;8139016;8258615;8378673;8513337;8672868;8861362;9076261;9313042;9564231;9824510;10092753;10371338;10662517;10969725;11295324;11639798;12001887;12380104;12772264;13176642;13592796;14020786;14459990;14909813;15369809
Malta;MLT;Population, total;SP.POP.TOTL;329000;323172.8;320012.8;318820.8;318988.8;320000;321428.8;322940.8;324292.8;325332.8;326000;323660.8;322284.8;322380.8;324252.8;328000;334012.8;342972.8;352876.8;360524.8;364000;364156.8;361644.8;356908.8;350684.8;344000;347500;351000;354000;357000;360000;363193.4245;366584.9618;370179.6198;373982.7378;378000;380000;383000;385000;388000;390000;393028;395969;398582;401268;403837;406408;409050;411950;413290;412961
Marshall Islands;MHL;Population, total;SP.POP.TOTL;14661;15050;15543;16109;16700;17282;17839;18387;18965;19622;20397;21309;22340;23439;24534;25578;26547;27467;28396;29414;30578;31891;33330;34890;36562;38327;40196;42140;44054;45802;47288;48469;49369;50040;50565;51008;51389;51697;51930;52080;52145;52131;52066;51992;51968;52037;52210;52487;52880;53396;54038
Mauritania;MRT;Population, total;SP.POP.TOTL;854167;878589;903773;929704;956369;983773;1011900;1040792;1070585;1101457;1133539;1166883;1201462;1237242;1274150;1312132;1351167;1391261;1432406;1474597;1517817;1562144;1607553;1653818;1700638;1747839;1795343;1843352;1892328;1942900;1995548;2050456;2107590;2166948;2228453;2292053;2357678;2425374;2495316;2567741;2642743;2720367;2800333;2882003;2964526;3047249;3129959;3212672;3295254;3377630;3459773
Mauritius;MUS;Population, total;SP.POP.TOTL;659351;680756.8;700348.8;718860.8;736380.8;753000;768812.8;783916.8;798412.8;812404.8;826000;839230.4;852052.8;864819.2;878041.6;892000;906507.2;921379.2;936435.2;951419.2;966000;979133.0464;990753.597;1000803.865;1009233.499;1016000;1024680;1032760;1040840.653;1048920.982;1057000;1066655.855;1081000;1097000;1113000;1122457;1133996;1148284;1160421;1175267;1186873;1199881;1210196;1222811;1233386;1243253;1252987;1260692;1268854;1275323;1281214
Mayotte;MYT;Population, total;SP.POP.TOTL;24055;25262;26542;27861;29175;30455;31684;32881;34087;35364;36755;38290;39955;41712;43495;45268;47016;48777;50630;52684;55016;57665;60618;63844;67287;70912;74685;78630;82829;87402;92413;97901;103795;109918;116028;121949;127624;133089;138384;143585;148753;153887;158983;164101;169315;174681;180217;185922;191805;197870;204114
Mexico;MEX;Population, total;SP.POP.TOTL;38418829;39684127;40966751;42264182;43574687;44898430;46229966;47572205;48943844;50370262;51868335;53441943;55081201;56771626;58492118;60224601;61969362;63723359;65461471;67152555;68776411;70318386;71788766;73223336;74673296;76175154;77741110;79358780;81010093;82666457;84306602;85923799;87523328;89109703;90691331;92272749;93858373;95441345;97001933;98513690;99959594;101329543;102634153;103902569;105175967;106483757;107835259;109220753;110627158;112033369;113423047
Micronesia, Fed. Sts.;FSM;Population, total;SP.POP.TOTL;44536;45954;47385;48873;50481;52236;54199;56322;58403;60166;61431;62105;62297;62288;62474;63143;64383;66106;68217;70546;72962;75456;78048;80667;83232;85682;87950;90037;92040;94105;96319;98749;101314;103780;105825;107233;107904;107947;107605;107237;107103;107290;107728;108325;108926;109419;109789;110092;110367;110676;111064
Moldova;MDA;Population, total;SP.POP.TOTL;2544000;2605000;2664000;2721000;2774000;2825000;2873000;2918000;2960000;3002000;3045000;3088000;3132000;3175000;3215000;3252000;3284000;3313000;3339000;3367000;3397000;3429000;3464000;3500000;3536000;3570000;3602000;3632000;3659000;3681000;3696000;3706000;3709000;3705000;3694000;3675099;3667748;3659655;3652771;3646999;3639588;3631460;3623059;3612869;3603934;3595182;3585520;3576904;3570107;3565603;3562062
Monaco;MCO;Population, total;SP.POP.TOTL;22135;22343;22477;22562;22643;22749;22886;23046;23234;23448;23689;23968;24282;24605;24902;25153;25341;25482;25617;25802;26078;26459;26930;27459;28004;28533;29036;29521;29990;30447;30896;31330;31745;32154;32574;33014;33485;33974;34444;34840;35126;35288;35341;35323;35282;35260;35267;35295;35336;35377;35407
Mongolia;MNG;Population, total;SP.POP.TOTL;957044;983822;1013100;1044297;1076571;1109312;1142272;1175616;1209647;1244846;1281535;1319817;1359478;1400150;1441311;1482599;1523908;1565380;1607212;1649710;1693122;1736994;1781213;1826717;1874774;1926002;1981170;2039204;2096653;2148850;2192553;2226469;2251861;2271236;2288370;2306131;2325369;2345618;2366895;2388862;2411369;2434515;2458853;2485177;2514462;2547339;2584143;2624509;2667474;2711659;2756001
Montenegro;MNE;Population, total;SP.POP.TOTL;466674;475371;484408;493148;500745;506646;510527;512701;514031;515746;518727;523214;528905;535454;542304;548999;555632;562247;568285;573036;576069;577041;576292;574920;574459;575997;579821;585546;592740;600697;608816;617144;625630;633443;639542;643227;644121;642533;639309;635689;632606;630299;628594;627500;626912;626739;627074;627962;629185;630435;631490
Morocco;MAR;Population, total;SP.POP.TOTL;11625999;11947688;12275060;12610932;12959397;13323000;13703369;14098444;14502647;14908265;15309995;15706226;16099392;16493298;16893643;17304995;17726625;18158169;18604851;19073204;19566920;20088209;20633004;21190800;21747150;22291062;22818601;23330761;23827539;24310585;24781105;25237951;25679802;26107772;26523600;26928600;27323664;27708647;28082684;28444414;28793236;29129204;29453931;29770316;30082152;30392473;30702084;31011199;31321453;31634524;31951412
Mozambique;MOZ;Population, total;SP.POP.TOTL;7647298;7800484;7959885;8125366;8296714;8473839;8657160;8847011;9043165;9245275;9453385;9665565;9882427;10109426;10353943;10620268;10908878;11214834;11530022;11843382;12145501;12441643;12731231;12992962;13199259;13334972;13384409;13365201;13336217;13378100;13547076;13867422;14318167;14854590;15409381;15933452;16412893;16862385;17295521;17735992;18200656;18691461;19200021;19721009;20246287;20770013;21290952;21811326;22332900;22858607;23390765
Myanmar;MMR;Population, total;SP.POP.TOTL;20957397;21407053;21866045;22337108;22824142;23330184;23854648;24397064;24960539;25548930;26164131;26807570;27475978;28160632;28849728;29534378;30210895;30880196;31543652;32204485;32864901;33524053;34179992;34832636;35481981;36127741;36770437;37409257;38041034;38661616;39268304;39855885;40425088;40985963;41552659;42133199;42735941;43352191;43952526;44496687;44957660;45323903;45609292;45843675;46070248;46321162;46605278;46915826;47250315;47601374;47963012
Namibia;NAM;Population, total;SP.POP.TOTL;602545;617283;632659;648669;665298;682554;700317;718623;737803;758305;780386;804310;829810;855970;881536;905652;928223;949709;970537;991357;1012824;1034636;1057115;1082264;1112679;1150038;1195331;1247573;1304005;1360710;1414830;1465201;1512524;1558055;1603865;1651352;1700975;1751872;1802579;1851034;1895839;1936399;1973408;2008342;2043339;2079951;2118653;2158984;2200422;2242078;2283289
Nepal;NPL;Population, total;SP.POP.TOTL;9740462;9917687;10102057;10294480;10495972;10707313;10928950;11160972;11403306;11655685;11917872;12189968;12472000;12763547;13064044;13373069;13690544;14016547;14351017;14693930;15045329;15405456;15774532;16152598;16539682;16936006;17341408;17756510;18183258;18624187;19081064;19554170;20042806;20546441;21064150;21594872;22137784;22691788;23255046;23825372;24400606;24980184;25562573;26143530;26717875;27281945;27833665;28373838;28905358;29432743;29959364
Netherlands;NLD;Population, total;SP.POP.TOTL;11486630;11639000;11806000;11966000;12127000;12295000;12456000;12598000;12730000;12878000;13039000;13195000;13329000;13439000;13545000;13666000;13774000;13856000;13942000;14038000;14150000;14247000;14313000;14367000;14424000;14492000;14572000;14665000;14760000;14849000;14952000;15070000;15178000;15279096.95;15381133;15460000;15517000;15607000;15698000;15805000;15925513;16046180;16148929;16225302;16281779;16319868;16346101;16381696;16445593;16530388;16612213
New Caledonia;NCL;Population, total;SP.POP.TOTL;79000;82656;85472;87784;89880;92000;94336;97032;100184;103840;108000;113609.6;119137.6;124329.6;128993.6;133000;136203.2;138441.6;140008;141414.4;143000;144000;144500;145400;150616;153000;154000;156750.8392;159710.491;164200;168000;172166.9964;176723.7897;181695.6883;187110.7412;193000;197000;201641.7449;205000;209214;213230;217324;221490;225735;230068;234393;238459;242400;246705;250325.9275;254000
New Zealand;NZL;Population, total;SP.POP.TOTL;2372000;2420000;2482000;2532000;2585000;2628000;2676000;2724000;2748000;2804000;2820000;2854000;2902000;2956000;3024000;3087000;3111000;3120000;3121000;3109000;3113000;3145000;3180800;3221700;3252800;3271500;3277000;3305000;3350000;3398000;3448000;3495100;3531700;3572200;3620100;3673400;3732000;3781400;3815000;3835100;3857800;3880500;3948500;4027200;4087500;4133900;4184600;4228300;4268900;4315800;4367800
Nicaragua;NIC;Population, total;SP.POP.TOTL;1772895;1828750;1885094;1942338;2001105;2061878;2124754;2189679;2256800;2326261;2398160;2472476;2549185;2628337;2709983;2794083;2880571;2969183;3059408;3150596;3242190;3334287;3426782;3518721;3608911;3696667;3781070;3862724;3944304;4029509;4120797;4219176;4323263;4430182;4535802;4637040;4733164;4824799;4911886;4994730;5073704;5148635;5219724;5288271;5356012;5424336;5493527;5563654;5635577;5710230;5788163
Niger;NER;Population, total;SP.POP.TOTL;3249965;3344605;3443850;3547421;3654806;3765632;3879910;3997810;4119299;4244349;4372957;4505018;4640560;4779869;4923337;5071204;5223853;5381141;5542178;5705724;5871030;6038229;6208128;6381552;6559627;6743501;6933529;7130570;7336924;7555416;7788198;8036341;8299868;8578542;8871631;9178575;9499892;9835945;10185812;10548219;10922421;11308134;11706182;12118322;12546945;12993884;13460138;13945662;14450007;14972257;15511953
Nigeria;NGA;Population, total;SP.POP.TOTL;45926253;46912826;47935878;48992838;50079946;51195706;52341981;53524049;54748444;56023503;57357275;58745411;60191508;61720304;63363756;65141058;67067499;69127157;71269619;73424869;75543388;77604166;79623647;81635550;83691577;85828707;88057486;90363921;92731304;95133496;97552057;99986136;102444773;104931559;107452627;110014688;112618306;115268715;117983368;120784408;123688536;126704722;129832447;133067097;136399438;139823340;143338939;146951477;150665730;154488072;158423182
